Date,SR_3M,SR_6M,SR_1Y,SR_2Y,SR_3Y,SR_4Y,SR_5Y,SR_6Y,SR_7Y,SR_8Y,SR_9Y,SR_10Y,SR_11Y,SR_12Y,SR_13Y,SR_14Y,SR_15Y,SR_16Y,SR_17Y,SR_18Y,SR_19Y,SR_20Y,SR_21Y,SR_22Y,SR_23Y,SR_24Y,SR_25Y,SR_26Y,SR_27Y,SR_28Y,SR_29Y,SR_30Y
2022-01-01,0.7476735861026614,0.6790605604167265,0.7114089139158996,0.8532281214563845,0.8544330620576163,0.8292831383849834,0.913379401234979,0.8943861544854819,0.9239914173956076,0.9879017848967964,0.9077363925839047,0.9440119886749727,1.02840184395104,1.031640279817354,1.1233498078970507,1.0872474037249071,1.0867530094937428,1.2551218769742443,1.1948093396871897,1.2335507545774993,1.1828559793672087,1.2506578152227614,1.3070898006766998,1.2675600206709627,1.3673740258118798,1.3419623750131011,1.380751472978275,1.3885390188555415,1.5344814018403836,1.4643984374310066,1.4353631456760378,1.5525271617305167
2022-01-02,0.10361381613196806,0.19995559659522616,0.26102235995602413,0.28690670236353993,0.31718340598984324,0.3471860027539354,0.32413561318748935,0.395447274611187,0.4399466931417124,0.5459249384119125,0.5391570527007066,0.46173833201712,0.5931557529027308,0.5840120788245586,0.5950708697108112,0.6845532703054824,0.7300264874075523,0.7490453780221262,0.6840589773605635,0.7336613380888767,0.7883762349706762,0.8428920931681635,0.7920872037585021,0.8283395027211086,0.8035417842153044,0.819956190790932,0.9409836169946139,0.9884526176796853,0.9370245031533465,1.0104948584693516,0.9978089550286088,0.9666020852491688
2022-01-03,0.7391546286386469,0.553363997783225,0.7661490175478864,0.7972272348913149,0.8363330381353329,0.9091270648550651,0.8551606189877381,0.9913120167395136,1.0662684210258138,1.1671749853301376,1.11125063910378,1.1398294878103723,1.1976026073696489,1.310349541363985,1.3224413659317356,1.3205411450583768,1.4133717015538731,1.432938447952843,1.5166259418426513,1.4729630419285809,1.5313428573298329,1.5675907525043866,1.5533191742543477,1.6804444146504665,1.7176934495718028,1.743769812250068,1.770540311576416,1.7501484070376956,1.8384323170734829,1.8807845683896285,1.8961771381897041,1.966518663075537
2022-01-04,0.7003474890781111,0.7080457669554718,0.6582759447391978,0.824218332899376,0.8905004936048372,1.067471041597766,0.9882831591593139,1.0643552539033558,1.097307512834272,1.0891526235347382,1.2523153667585343,1.279592629536683,1.3277435010196552,1.2883990412684092,1.449247939174782,1.3538843501756248,1.4978701677853368,1.6223254703409882,1.5073120302317748,1.5723509001611893,1.6492914590188832,1.6626160398851875,1.653594049102197,1.7777653853359587,1.7643187731181158,1.8841093710738333,1.8573643041794516,2.0236576497982246,1.9497519420025562,2.0155011800531093,2.1149126626458266,2.0552752716821536
2022-01-05,0.655123849156165,0.6817155327193793,0.7472891345030568,0.7116117588143459,0.7631418317265511,0.9056707344240854,0.9414328314367216,0.9837312191978086,1.0313691305155637,1.021492466195506,1.1074262751972785,1.1498497826316465,1.1380639598986688,1.3049648420761792,1.2726542768728661,1.2261414696531046,1.3547886980339046,1.3090349026650994,1.4325205957306877,1.4861129358864276,1.4218106256913126,1.5453415897574723,1.5518249668766422,1.6060033129499447,1.6931696740821245,1.6192180369875733,1.6266966573297408,1.6525520434435694,1.6886384427798131,1.7577396651428168,1.8105896689199106,1.8390816988338874
2022-01-06,0.8221673143608466,0.9910251731285363,0.9194099937058907,0.8980313576177787,0.9308641888405311,1.047068543156286,1.0472217442533058,1.127470811228891,1.147338639817985,1.150861028500586,1.1421743142107992,1.1381587500289876,1.2204781826203674,1.314148807391595,1.3102633255286007,1.265271874016371,1.3640412978830108,1.4023380593062358,1.366471572637513,1.4458752705035995,1.4685817197733109,1.4359843992232701,1.5384819125497948,1.576105553059799,1.6297209112935467,1.655801076574592,1.5618216399402507,1.6114691719305247,1.7118373002064842,1.739577453399215,1.7675275897621654,1.9623895033011944
2022-01-07,0.8066591415691616,0.7807368989912851,0.8731390823477476,0.8604402736593798,0.9418452953362444,0.9789960789540936,1.053806655501871,1.2097773199722244,1.0434994532150594,1.2128705960883426,1.1387592862115428,1.2359683738910048,1.3536549012894437,1.341642704187483,1.3234244383626166,1.3801566788454371,1.4882920118528957,1.4560073620486635,1.5414213167801813,1.570838798633585,1.5738565155211204,1.751446234289568,1.7137122870546524,1.61849747355252,1.7668006347946803,1.7621093234730378,1.8755493596734818,1.8310486924969376,1.9027115502014946,1.971505694207684,2.027393287576465,1.9619873878925758
2022-01-08,0.5994329486150103,0.5497697771797132,0.4970372209910572,0.6534908484916623,0.7517816521981024,0.7301925165225134,0.632212808413064,0.7113103877558692,0.8245412922006548,0.7502084378750192,0.8311676590079635,0.8702715414784762,0.8070749638392312,0.8717517763108273,0.7334788565946047,0.8647102145920864,0.9233146157518793,0.8932365805702841,1.0566341262039223,0.9226294196724932,0.9910176792781855,1.0382224987323434,1.1222154903235295,0.9966420156982558,1.1447076380297607,1.1050188226758375,1.0732437553958922,1.1631003508011932,1.1674967379314298,1.1449617810407184,1.1957788210731577,1.190232592227296
2022-01-09,0.5991828076614771,0.7889389329492182,0.6209932904227703,0.7701970800533061,0.857181199996115,0.8868438495475541,0.8836354304101902,0.9442997672795592,0.9685547567975868,1.0011886141720938,1.1098081970723683,1.1212590731664227,1.1043921148399378,1.2193023838772663,1.2247103761236038,1.2848153012556707,1.3103370779290238,1.2719892071732903,1.3199489242710987,1.4198073730062106,1.447437001653325,1.4503619472107203,1.4917933160320007,1.5843776446816138,1.52554490493699,1.6171814016451107,1.6145048489765046,1.6486129329479156,1.7494215258278771,1.7708500781615129,1.8054691318580114,1.8654060347664703
2022-01-10,0.6621597212652883,0.6606777797446736,0.7083505221104249,0.7923207031614193,0.7713212604734458,0.9613879770432046,0.84776826081541,0.8764365032944083,1.032508696245251,1.050413594916668,1.0772999146887898,1.1120005936180488,1.1138264271752385,1.1029039589300258,1.1844399958284242,1.1792955222734827,1.2940870439916479,1.2698724833409063,1.2675974486027939,1.3242326345498736,1.3921861609550628,1.3744207293616633,1.3924116516706295,1.4764872437947834,1.507210009263969,1.5001642674057103,1.5324111114189987,1.5979286508490815,1.5442052070519328,1.5764473571740745,1.6410442327148076,1.6963810033374214
